,Unnamed: 0,Unnamed: 0.1,학번,학생소속대학명,학생교육부계열,성별,입학과정,학적,학과,전공,전공교수,rec014_nation_cd,과정,수료년도,수료학기,rec014_birth_dt,졸업년도,졸업학기,gpa,rec014_school_term,서류점수,면접점수,학부출신,대학원출신,인건비총액,월별인건비
99,101,1649,AAEF1U0P1Nm0ASCDUOes319p,보건과학대학,자연과학,1,정원내신입학,졸업,의생명융합과학과,식품영양과학전공,AAHOgh7Z0ib2HpfnDBf/HS+s,korean,박사과정,2017,1R,19700316,2017,2R,4.18,5,40,44,자교,자교,,0
100,102,1675,AAFOqnRor/OeTY8L0H/RiVtx,사범대학,인문·사회,1,정원내신입학,졸업,교육학과,교육행정학 및 고등교육학전공,AAEV5k8RJCCFDu5lVFsH/34q,korean,박사과정,2017,1R,19711006,2017,2R,4.46,5,43,44.33,자교,자교,2380000,79333
101,103,1740,AAEEFi0A2DYxp6Arm/HCdCsl,문과대학,인문·사회,1,정원내신입학,졸업,과학기술학협동과정,과학관리학전공,AAFmghpMMALGcGkvPkDednPJ,korean,박사과정,2017,1R,19740115,2017,2R,4.17,5,40,40,타교,타교,,0
102,104,1772,AAGbpZIJ9Gi5PfZ+Y/lxiMNF,사범대학,인문·사회,1,외국인,졸업,교육학과,교육공학,AAH1tSmDwbxFSq2plv3pkoS1,foreigner,박사과정,2017,2R,19781215,2018,2R,4.25,6,90.33,,타교,타교,,0
103,105,1780,AAFdIxBIOwDJYlk3tGkm94iQ,문과대학,인문·사회,1,정원내신입학,졸업,고전번역협동과정,고전번역전공,AAESdTOWxCKs1NvnjEHOZSZR,korean,박사과정,2018,1R,19671207,2018,2R,4.38,5,45,48,타교,자교,,0
104,106,1782,AAHuk65TASUUWKYHndMQGFi7,의과대학,의학,1,외국인,졸업,의학과,내과학전공,AAETFW8y4WGueEYVBNvxbV2x,foreigner,박사과정,2017,1R,19890429,2018,2R,3.96,7,80,,타교,자교,34805000,828690
105,107,1843,AAHPksbr2HDyRAAVrDf5oFt1,공과대학,공학,1,정원내신입학,졸업,신소재공학과,신소재공학전공,AAF1qK1VjAd7Et0WDMAYCWmi,korean,박사과정,2017,1R,19861226,2018,2R,4.21,7,58,40,타교,자교,75150000,1789286
106,108,1864,AAFf/YXv3rS7kGS4W68ywqem,보건과학대학,자연과학,1,정원내신입학,졸업,의생명융합과학과,임상병리학전공,AAEFJQZqu9AJyflAngTj9nxs,korean,박사과정,2018,1R,19790818,2018,2R,4.5,5,37,45,타교,자교,,0
107,109,1886,AAE3hPuYj+YNVSL9QwpdByJn,생명과학대학,자연과학,1,정원내신입학,졸업,바이오시스템공학과,의생명시스템전공,AAG1S7s5O9eQsqqkXSfbs3bT,korean,박사과정,2018,1R,19650504,2018,2R,4.33,5,45,46,타교,타교,,0
108,110,1887,AAHZuh/atdHd50UDC3IYwFfg,생명과학대학,자연과학,1,정원내신입학,졸업,바이오시스템공학과,의생명시스템전공,AAG1S7s5O9eQsqqkXSfbs3bT,korean,박사과정,2018,1R,19630601,2018,2R,4.42,5,45,45,타교,자교,,0
109,111,1917,AAEYZlR9eleLi0DoYKM5PsNx,사범대학,인문·사회,1,정원내신입학,졸업,교육학과,교육행정학 및 고등교육학전공,AAEV5k8RJCCFDu5lVFsH/34q,korean,박사과정,2017,1R,19781004,2018,2R,4.3,7,38,44.97,타교,타교,,0
110,112,1920,AAH37HTS/DpyVPz/p7BGJIgt,법과대학,인문·사회,1,정원내신입학,졸업,법학과,형법전공,AAHXhSsVEBvUXHj6w7F60/kJ,korean,박사과정,2017,1R,19800125,2018,2R,4.38,7,39.1,60,타교,자교,,0
111,113,1925,AAHp6RXSqJBLrTwq7MRGhLQ+,사범대학,인문·사회,1,정원내신입학,졸업,교육학과,상담,AAHyB+Q/8ITZe6bVxE5awfzx,korean,박사과정,2017,1R,19770320,2018,2R,4.13,7,33.63,46.5,자교,타교,,0
112,114,1928,AAH303miLTJLXaspxljdSpH4,법과대학,인문·사회,2,정원내신입학,졸업,법학과,지적재산권법전공,AAFCkE6Lc4xn5Jo/4q8FdSKH,korean,박사과정,2017,1R,19871218,2018,2R,4.46,7,39.89,57,타교,타교,18147122,432074
113,115,1931,AAGA7iPoW4ztGD1JOe0qhgUa,생명과학대학,자연과학,2,외국인,졸업,생명공학과,시스템식품생명공학전공,AAEs+LK4zLcb59/lMVm5glD1,foreigner,박사과정,2017,1R,19891212,2018,2R,4.25,7,96.4,,타교,,37242852,886735
114,116,1933,AAH3VK3eS0mgUWl6cQcqfrFS,의과대학,의학,1,정원내신입학,졸업,의학과,내과학전공,AAH6GFCtjIFfwTc7tTWJU5Ha,korean,박사과정,2018,1R,19820822,2018,2R,4.17,5,42,43.67,자교,자교,,0
115,117,1941,AAHvOruX5X7PExy8R4AaKO0z,법과대학,인문·사회,1,정원내신입학,졸업,법학과,상법전공,AAGy0qCzwwAtJbn7rcwu3s9c,korean,박사과정,2017,1R,19770730,2018,2R,4.33,7,37,48.6,자교,타교,,0
116,118,1957,AAEb6zsy1GqpmA0viTwmYdCg,의과대학,의학,1,정원내신입학,졸업,의학과,내과학전공,AAEA/9JBFdUXXg75oMB3esiS,korean,박사과정,2018,1R,19820420,2018,2R,4.17,5,43,45.33,자교,타교,,0
117,119,1969,AAH/egzJhTWq2P5wpGBQ+bpA,정경대학,인문·사회,2,정원내신입학,졸업,행정학과,정책학전공,AAE5WQ5vUkXbqPGl695dRUBR,korean,박사과정,2017,1R,19870401,2018,2R,4.42,7,49.37,49.33,자교,자교,39399996,938095
118,120,1989,AAFBKSVL+Nl6nKrGFQFscqm8,경영대학,인문·사회,1,정원내신입학,졸업,경영학과,회계학전공,AAEwYLIXCYNJN/eiVGft0Vp1,korean,박사과정,2017,1R,19780214,2018,2R,4.12,7,37.83,58,자교,타교,20249064,482121
119,121,1990,AAEd7xOEIBFdszLout5h9EIw,정보대학,공학,1,정원내신입학,졸업,뇌공학과,뇌공학전공,AAFiNL1DydCPEaVdw1o02ECv,korean,박사과정,2017,2R,19731025,2018,2R,4.5,6,45,45,타교,타교,92100000,2558333
120,122,2011,AAF1vQBV7/XftSKyfVQ/KrHe,사범대학,인문·사회,2,정원내신입학,졸업,교육학과,교육행정학 및 고등교육학전공,AAEV5k8RJCCFDu5lVFsH/34q,korean,박사과정,2017,2R,19900515,2018,2R,4.46,6,44.78,50,자교,자교,34800000,966667
121,123,2013,AAFwKJT07P9PaUUvgqHqsKSZ,정경대학,인문·사회,2,외국인,졸업,정치외교학과,국제정치전공,AAGyRZIhEpX5Ux8T1OJpSJoR,foreigner,박사과정,2017,1R,19900809,2018,2R,4.42,7,90.2,,타교,,300000,7143
122,124,2059,AAEQNHQodFfQMBjYT4d7j20Y,사범대학,인문·사회,2,정원내신입학,졸업,교육학과,교육과정학,AAG/q/7EFVvdlEHZn04XE8Vy,korean,박사과정,2018,1R,19870915,2018,2R,4.38,5,46.67,47,타교,타교,,0
123,125,2060,AAFXxu4q3iStxbXpYagepC6t,사범대학,인문·사회,1,정원내신입학,졸업,교육학과,교육행정학 및 고등교육학전공,AAEV5k8RJCCFDu5lVFsH/34q,korean,박사과정,2018,1R,19781006,2018,2R,4.38,5,44.33,44,타교,타교,,0
124,126,2071,AAG/oHivUKw36tTsAIxIMTTu,생명과학대학,자연과학,1,정원내신입학,졸업,환경생태공학과,생태학및환경생물학전공,AAFa4ZKvod7EXYsH0m1ktb6L,korean,박사과정,2018,1R,19560925,2018,2R,4.38,5,46.67,45.67,타교,타교,,0
125,127,2098,AAEHbmqaVa758JY4ute4G8dC,의과대학,의학,2,정원내신입학,졸업,의학과,진단검사의학전공,AAEJeWtRUd1BPb3HAGSb8WCs,korean,박사과정,2017,1R,19860127,2018,2R,4.25,7,40,46.33,자교,자교,,0
126,128,2115,AAHgphA49ToY6fOnsWV7xE5I,의과대학,의학,2,정원내신입학,졸업,의학과,안과학전공,AAH0AB+vGiIT9NAAAo1Na8gm,korean,박사과정,2017,1R,19840402,2018,2R,3.96,7,46,48.67,자교,자교,,0
127,129,2137,AAHtQc1904EUFunffjudICE9,보건과학대학,자연과학,2,정원내신입학,졸업,의생명융합과학과,식품영양과학전공,AAHOgh7Z0ib2HpfnDBf/HS+s,korean,박사과정,2017,1R,19730913,2018,1R,4.26,6,38,42,타교,타교,,0
128,130,2138,AAEfO4KyzLEOT+/ol3ccCK8e,공과대학,공학,1,정원내신입학,졸업,전기전자공학과,반도체 및 나노전공,AAFAdiRzimzpkLB6/eFLLRaK,korean,박사과정,2017,1R,19841003,2018,1R,4.13,6,44,45,타교,타교,14177000,393806
129,131,2152,AAFkjUDiwkcD2N/iS+57vMYG,의과대학,의학,1,외국인,졸업,의학과,내과학전공,AAHHJc8JGK4AUSzsbRbwjGJq,foreigner,박사과정,2017,2R,19780416,2018,1R,4.33,5,88,,타교,자교,4063750,135458
130,132,2171,AAGy9XbkPyOtQ75X2ZbUJBej,의과대학,의학,2,정원내신입학,졸업,의학과,내과학전공,AAGHOmt40T3pj31iANGRnjvw,korean,박사과정,2017,2R,19851209,2018,1R,4.21,5,45,48.67,자교,자교,,0
131,133,2177,AAE34KUL0gjsNsgILirKXg+S,의과대학,의학,1,정원내신입학,졸업,의학과,내과학전공,AAGBU0/Z6RmwgLjNpm+x0e0R,korean,박사과정,2017,2R,19840726,2018,1R,4.19,5,48,47.67,타교,자교,,0
132,134,2180,AAHI6BusgmsEHBhMmMdUPfNT,의과대학,의학,2,정원내신입학,졸업,의학과,내과학전공,AAGYVg5MC7BjGf2t9QWlUY4r,korean,박사과정,2017,2R,19830314,2018,1R,4.33,5,46,46.67,자교,자교,,0
133,135,2181,AAF0PwM46vjTlIofogti54BK,의과대학,의학,1,정원내신입학,졸업,의학과,외과학전공,AAHWqaiDpbfK07SLegs2d5uf,korean,박사과정,2017,2R,19760220,2018,1R,4.08,5,42,46.67,자교,자교,,0
134,136,2184,AAGfljkCtuSTpnKiiv+Lg6px,의과대학,의학,2,정원내신입학,졸업,의학과,영상의학전공,AAEI4IW1Fop/p5RD8aCsP8i7,korean,박사과정,2017,2R,19810707,2018,1R,4.33,5,45,46.67,타교,타교,,0
135,137,2195,AAETio+LQ/sT/ShswVGUOO+P,문과대학,인문·사회,1,외국인,졸업,과학기술학협동과정,과학관리학전공,AAFmghpMMALGcGkvPkDednPJ,foreigner,박사과정,2017,2R,19860816,2018,1R,4.29,5,99,,타교,자교,,0
136,138,2234,AAGtgFgNjwsqP7IUKnh/IV4O,생명과학대학,자연과학,2,학연산협동과정,졸업,환경생태공학과,생물자원및생태학전공,AAGsK/9hQ+mV6UGMkyQ134NO,korean,박사과정,2017,1R,19880210,2019,1R,4.42,8,48.33,47.33,타교,자교,,0
137,139,2252,AAGMza4s877QxcGUsr6kJiSV,사범대학,인문·사회,1,정원내신입학,졸업,교육학과,교육사철학,AAH8F8v+Bt0tZnfT9oh849ug,korean,박사과정,2017,2R,19860811,2019,1R,4.46,7,44.89,49.67,자교,자교,34000000,809524
138,140,2287,AAHjdgHvErGHcHTltNOI+ZJp,사범대학,자연과학,2,정원내신입학,졸업,생활과학과,패션디자인 및 머천다이징전공,AAHI3jBUbWNwA2en8jPxaOPF,korean,박사과정,2017,1R,19730725,2019,1R,4.38,8,47.75,48.25,자교,타교,,0
139,141,2317,AAHcS8wIqbmYITo7ZKh6XgdL,법과대학,인문·사회,2,정원내신입학,졸업,법학과,행정법전공,AAEVpefSx2DfXfxPyN10hOfU,korean,박사과정,2018,2R,19740923,2019,1R,4.38,5,21.2,60,타교,타교,,0
140,142,2321,AAEgBYufPr2ayWT3idWU/yXe,문과대학,인문·사회,1,정원내신입학,졸업,중일어문학과,일본근현대문학·문화전공,AAHgLYRPmydNMDs0N+9VBwtS,korean,박사과정,2017,2R,19840729,2019,1R,4.5,7,49,48,타교,자교,24000000,571429
141,143,2337,AAGf5hPz8+ZMjQBBsqsLPWpc,법과대학,인문·사회,2,외국인,졸업,법학과,민법전공,AAHJcoSpWhGUP8r3OkaUye1R,foreigner,박사과정,2017,2R,19881128,2019,1R,4.21,7,90,,타교,,,0
142,144,2344,AAFxBPM7Xuz53i4zyYHCsrc8,공과대학,공학,2,학연산협동과정,졸업,신소재공학과,신소재공학전공,AAGTszpzFC5e3mUi28BQAvQQ,korean,박사과정,2018,1R,19881006,2019,1R,3.46,7,57,39,타교,타교,,0
143,145,2370,AAENGW6c9IjV0YjaoyewDmf+,공과대학,공학,1,정원내신입학,졸업,산업경영공학과,산업경영공학전공,AAF5ukSjmVhKqW326vTF81ef,korean,박사과정,2017,1R,19751007,2019,1R,4.17,8,42.67,42.67,타교,자교,,0
144,146,2371,AAGMYWVgZ2aP4qorwbvg1mZ2,공과대학,공학,1,정원내신입학,졸업,산업경영공학과,산업경영공학전공,AAFD3xbYP2/G9DXqA0Ck4KRi,korean,박사과정,2017,1R,19810106,2019,1R,4.21,8,44.33,46.67,타교,타교,,0
145,147,2403,AAHqdRe4iroxQ34hLmk1WK0e,문과대학,인문·사회,1,정원내신입학,졸업,중일어문학과,중일비교문화전공,AAGRvYjo2PVcbuxrLqzQZKKF,korean,박사과정,2017,1R,19650629,2019,1R,4.17,8,49.5,49,자교,자교,,0
146,148,2404,AAGJl8YUgLvGtBfKuukti9Mq,보건과학대학,자연과학,2,정원내신입학,졸업,보건과학과,보건정책관리학전공,AAEHxKNShNeM8Li3NQ7+QIWx,korean,박사과정,2017,2R,19761003,2019,1R,4.28,7,40.5,44.9,타교,타교,18000000,428571
147,149,2405,AAECDYJJ06KgaB9L1WzWkafi,보건과학대학,자연과학,2,정원내신입학,졸업,보건과학과,치의기공학전공,AAGC3gcuN8Uq3ar2WyQ3GHyR,korean,박사과정,2017,2R,19810606,2019,1R,4.27,7,43.1,46.2,타교,자교,,0
148,150,2411,AAGSE5BSE1Nho52SPoKGBhOM,공과대학,공학,1,정원내신입학,졸업,신소재공학과,신소재공학전공,AAF4pNgCtw8Vp1PBSri//9b6,korean,박사과정,2017,1R,19830210,2019,1R,3.54,8,57,39,타교,자교,,0
149,151,2466,AAEy/79MSq0uS1B6Duxj4RQL,보건과학대학,공학,1,정원내신입학,졸업,바이오융합공학과,바이오융합공학전공,AAEpHiaFK56xDZ2xZgm7yKh4,korean,박사과정,2017,1R,19890316,2019,1R,4.14,8,51.33,35.33,타교,자교,123042125,2563378
150,152,2491,AAG5Zg63faxBn+DmCUxuGqSr,보건과학대학,자연과학,1,정원내신입학,졸업,의생명융합과학과,임상병리학전공,AAEFJQZqu9AJyflAngTj9nxs,korean,박사과정,2018,1R,19780923,2019,1R,4,6,37,47,타교,자교,,0
151,153,2492,AAFO2oCrpqd8USJpG3VLN0oL,공과대학,공학,1,정원내신입학,졸업,전기전자공학과,반도체 및 나노전공,AAEClPAQjORZKayEf40sZEcD,korean,박사과정,2018,1R,19841002,2019,1R,4.38,6,47,48,타교,자교,1000000,27778
152,154,2520,AAGTkE4ZIyTeYgnqEl5BV04x,보건과학대학,자연과학,2,정원내신입학,졸업,보건과학과,재활과학전공,AAExmaXh+bM09DJG7eJRPwz+,korean,박사과정,2017,1R,19900205,2019,1R,4.04,8,45.3,45.3,타교,자교,11337737,236203
153,155,2521,AAHj/aCvPsysTjmtS4GUlq00,보건과학대학,자연과학,2,정원내신입학,졸업,보건과학과,보건정책관리학전공,AAEnLqXeRnW3tLCq0vD3V6Tj,foreigner,박사과정,2017,1R,19730728,2019,1R,4.31,8,40,46.5,타교,타교,49100000,1022917
154,156,2560,AAGxIxnUsdtnhrKZnU7iGcFA,공과대학,공학,1,정원내신입학,졸업,전기전자공학과,전기에너지,AAGDGLl29YC1WZ2udO/Jhl+/,korean,박사과정,2017,2R,19800220,2019,1R,3.92,8,48,49,자교,자교,,0
155,157,2561,AAGAqaOHwEA7500VRGJTLSL/,공과대학,공학,1,군위탁생,졸업,전기전자공학과,반도체 및 나노전공,AAEClPAQjORZKayEf40sZEcD,korean,박사과정,2017,1R,19801004,2019,1R,4.42,8,47.9,46.7,타교,타교,,0
156,158,2574,AAGF2mwe8ZhgUmJWi2acf4uP,의과대학,의학,2,정원내신입학,졸업,의학과,내과학전공,AAEGr/P0CXznaRbP/xL0Z7Pv,korean,박사과정,2018,2R,19860709,2019,1R,4,5,46,46,자교,자교,,0
157,159,2578,AAFhgcrIHg+JwxGco9MpFYA7,법과대학,인문·사회,1,정원내신입학,졸업,법학과,상법전공,AAGy0qCzwwAtJbn7rcwu3s9c,korean,박사과정,2018,1R,19750711,2019,1R,4.5,6,35.3,60,타교,타교,7700000,213889
158,160,2584,AAHYQr1U9mF7ntDFBIxaezKj,문과대학,인문·사회,2,정원내신입학,졸업,국어국문학과,고전문학전공,AAGLaeSTsCw4zS02lNT3dm4I,korean,박사과정,2017,2R,19690915,2019,1R,4.34,7,43,43,타교,타교,12000000,285714
159,161,2626,AAFOzWDbZ68RIXreORX0oE6u,의과대학,의학,1,정원내신입학,졸업,의학과,영상의학전공,AAGOv7cIdKoXc4soOxdrb89T,korean,박사과정,2018,1R,19870402,2019,1R,4.33,6,41,44,자교,자교,,0
160,162,2627,AAE7UGIhMz8OvziBErf6F9/X,의과대학,의학,2,정원내신입학,졸업,의학과,내과학전공,AAHLim2glqrZeMxev09wXvrH,korean,박사과정,2018,1R,19851004,2019,1R,4.38,6,39,44.67,자교,자교,,0
161,163,2633,AAG7veAy8KhFYdlTh9uNrlbL,의과대학,의학,2,정원내신입학,졸업,의학과,내과학전공,AAFIfdL291DYO0/7uOJf++GJ,korean,박사과정,2018,1R,19850514,2019,1R,4.12,6,43,42.33,자교,자교,4958663,137741
162,164,2634,AAHKR1WdOLso26ltJwMJvzsV,의과대학,의학,2,정원내신입학,졸업,의학과,내과학전공,AAEU/lCqne3zt+6nbNlP/o9L,korean,박사과정,2018,1R,19850621,2019,1R,4.25,6,39,42.33,타교,타교,,0
163,165,2638,AAGFJDMI3ai0dUxeYeLgXgVE,의과대학,의학,2,정원내신입학,졸업,의학과,내과학전공,AAFdHHOnOf6Ii/G6Mqur1Z/9,korean,박사과정,2018,1R,19831205,2019,1R,4.25,6,39,43.67,타교,자교,,0
164,166,2639,AAGbzH6TkGCI8taLId0hxh8T,의과대학,의학,1,정원내신입학,졸업,의학과,내과학전공,AAEA/9JBFdUXXg75oMB3esiS,korean,박사과정,2018,1R,19760909,2019,1R,4.28,6,46,43.33,타교,타교,,0
165,167,2640,AAF55teKokX1pC1ea/M78Rpd,의과대학,의학,1,정원내신입학,졸업,의학과,내과학전공,AAHHJc8JGK4AUSzsbRbwjGJq,korean,박사과정,2018,1R,19771020,2019,1R,4.15,6,47,45,타교,타교,,0
166,168,2641,AAFG0GSTkEOaQtfJXB7LDYJG,의과대학,의학,1,정원내신입학,졸업,의학과,성형외과학전공,AAHpE4kQsHGOYvioPf1yqmQt,korean,박사과정,2018,1R,19820829,2019,1R,4.19,6,42.67,47,자교,자교,,0
167,169,2642,AAH6mUD2+DhY3rbsvMzMrxCe,의과대학,의학,1,정원내신입학,졸업,의학과,마취통증의학전공,AAHpTUscBBuE4BzjF96sjZMp,korean,박사과정,2018,1R,19721023,2019,1R,4.29,6,45,47.33,자교,자교,,0
168,170,2649,AAFVL6H28lCAZChPAjw5fmxZ,법과대학,인문·사회,2,외국인,졸업,법학과,민법전공,AAHJcoSpWhGUP8r3OkaUye1R,korean,박사과정,2018,1R,19880325,2019,1R,4.25,6,95,,타교,,,0
169,171,2653,AAHr7J9iUMqEzlI/G1dPtI/H,사범대학,인문·사회,1,정원내신입학,졸업,교육학과,교육공학,AAH1tSmDwbxFSq2plv3pkoS1,korean,박사과정,2019,1R,19871108,2019,1R,4.46,4,46.67,48.33,타교,자교,13308012,554501
170,172,2654,AAGFZmixZvcbRfe9fyUPkuGr,문과대학,인문·사회,1,정원내신입학,졸업,사학과,서양사전공,AAEsdeS9Mz6TXyj9GWxem8Dz,korean,박사과정,2018,1R,19750709,2019,1R,4.5,6,45,45,자교,자교,,0
171,173,2705,AAE2v9AL6vaGt2ySvCTXYLsf,문과대학,인문·사회,1,정원내신입학,졸업,고전번역협동과정,고전번역전공,AAESdTOWxCKs1NvnjEHOZSZR,korean,박사과정,2017,2R,19640611,2018,2R,4.33,6,48,48,타교,자교,,0
172,174,2730,AAGdRHEzDGTaPPTs2z8gooWL,미디어학부,인문·사회,1,정원내신입학,졸업,언론학과,언론학전공,AAGY2RjDYmva42tjk2bJKpRH,korean,박사과정,2017,1R,19861111,2018,2R,4.38,7,47,49,자교,자교,45804353,1090580
173,175,2731,AAG2mxhgxqROvA3+Mh1jRUUF,의과대학,자연과학,1,정원내신입학,졸업,의과학과,의생명과학전공,AAHpomLwoKS94aWYsCmbvcpZ,korean,박사과정,2017,2R,19880225,2018,2R,4.04,6,46,45.3,타교,타교,75900000,2108333
174,176,2746,AAGM7viqGqdsKfaHlfT6Xf6O,문과대학,인문·사회,1,정원내신입학,졸업,과학기술학협동과정,과학관리학전공,AAFmghpMMALGcGkvPkDednPJ,korean,박사과정,2018,1R,19811206,2019,1R,4.31,6,46,46,타교,자교,,0
175,177,2752,AAEGVxyndALi9u5piOtCNVCH,문과대학,인문·사회,1,정원내신입학,졸업,과학기술학협동과정,과학사회학전공,AAEexrRUo0aEAPJ/iNu10K6F,korean,박사과정,2018,1R,19791217,2019,1R,4.35,6,47,47,타교,타교,,0
176,178,2753,AAGrhAntcCfK0A5z/LGAVjtt,공과대학,공학,1,정원내신입학,졸업,마이크로/나노시스템협동과정,마이크로/나노시스템협동과정전공,AAFAdiRzimzpkLB6/eFLLRaK,korean,박사과정,2018,1R,19850424,2019,1R,4.29,6,47,47,타교,타교,,0
177,179,2767,AAGK62dYM8ozjI/P2E/P6Wf4,이과대학,자연과학,2,정원내신입학,졸업,화학과,분석화학전공,AAF7f0+Jymm6S48M6Du03fzp,korean,박사과정,2018,1R,19890630,2019,1R,4.17,6,43,40,타교,타교,45170000,1254722
178,180,2799,AAEXPByM83q5ppw5jrb6lJK0,사범대학,예·체능,2,정원내신입학,졸업,체육학과,체육학전공,AAEgPMdpH7jQzLvWXqbzxjqx,korean,박사과정,2018,1R,19860624,2019,1R,4.46,6,43,44,타교,자교,,0
179,181,2821,AAGRIcUeGXAFI0kEEoCAVjxD,의과대학,의학,1,정원내신입학,졸업,의학과,가정의학전공,AAH6l0KbOYCGVI/ife5x1Rdm,korean,박사과정,2017,2R,19800803,2018,2R,4.23,6,44,45.67,자교,자교,,0
180,182,2822,AAEY9mDsOUC1EXo6Jiz822uf,의과대학,의학,2,정원내신입학,졸업,의학과,내과학전공,AAHnJRcAVSf9kl//z4pjLsEz,korean,박사과정,2017,2R,19851018,2018,2R,4.35,6,46,48.33,자교,자교,,0
181,183,2824,AAGqSnh6VsVOPPQpdx8lAOwA,의과대학,의학,1,정원내신입학,졸업,의학과,외과학전공,AAFk9mryUNXaPD/p/Zue4eGy,korean,박사과정,2017,2R,19791115,2018,2R,4.12,6,49,47,타교,자교,,0
182,184,2825,AAG1mjMykAOO89jVw13/Uh3O,의과대학,의학,2,정원내신입학,졸업,의학과,성형외과학전공,AAHmlfHNCVjrzHWrCmMi1XZQ,korean,박사과정,2017,2R,19810426,2018,2R,4.31,6,48,46.33,자교,자교,,0
183,185,2826,AAGFszSAkSH93Z4IbE099lxb,의과대학,자연과학,1,정원내신입학,졸업,보건학협동과정,보건정책및병원관리전공,AAHqHevfy0EAKXVwGApq3ljU,korean,박사과정,2017,2R,19830721,2018,2R,4.25,6,40,40,타교,타교,,0
184,186,2850,AAFHh+b2o/h6LOayI8qunFto,의과대학,의학,1,정원내신입학,졸업,의학과,내과학전공,AAGLHf6nThsqfDbEd5il0CMF,korean,박사과정,2017,1R,19821012,2019,1R,4.04,8,46.01,49,자교,자교,,0
185,187,2875,AAFCFUoHjwhJhBErQO9HAjqI,의과대학,의학,1,정원내신입학,졸업,의학과,응급의학전공,AAFoN7/qW5c3YKugHqsAHMIU,korean,박사과정,2017,1R,19760303,2019,1R,3.96,8,45,44.67,자교,자교,,0
186,188,2909,AAFeEjS+F638Z4qRx6+u4Aap,생명과학대학,자연과학,1,편입학박사(3학기),졸업,환경생태공학과,생물자원및생태학전공,AAFa4ZKvod7EXYsH0m1ktb6L,korean,박사과정,2016,2R,19850817,2018,2R,4.36,8,47.33,48,타교,,,0
187,189,2910,AAHDQIm33eTOx05KgCDnNHQu,의과대학,자연과학,1,정원내신입학,졸업,의과학과,의생명과학전공,AAE2RpolS/pBnbV1JOjUfkfQ,korean,박사과정,2017,1R,19850928,2018,2R,4.08,7,45.6,44.3,자교,자교,140000,3333
188,190,2922,AAG0hdnDMuS4H5G1AdceseVW,법과대학,인문·사회,1,정원내신입학,졸업,법학과,상법전공,AAGy0qCzwwAtJbn7rcwu3s9c,korean,박사과정,2018,2R,19870423,2019,1R,4.5,5,40,43,타교,타교,,0
189,191,2927,AAEYjSOegO1m/O+3RiT0uSlO,사범대학,인문·사회,2,정원내신입학,졸업,교육학과,교육행정학 및 고등교육학전공,AAHDEhgNlUGqXVlgmNwLK1c8,korean,박사과정,2018,2R,19870609,2019,1R,4.25,5,50,46.33,자교,자교,41000000,1366667
190,192,2939,AAH5pkxW9peKuO2SROBr9oTy,공과대학,공학,1,정원내신입학,졸업,건축사회환경공학과,건설시스템 경영 및 관리,AAHpBFe+EZ/b+4BrGFPFBGbo,korean,박사과정,2017,1R,19720804,2018,2R,4.46,7,49.33,49,타교,타교,,0
191,193,2940,AAF8N/0fm5JKlNKW+SSke5tQ,보건과학대학,자연과학,2,정원내신입학,졸업,의생명융합과학과,식품영양과학전공,AAFCcw7fY9h3KmaxmaH/wtR8,korean,박사과정,2017,1R,19900512,2018,2R,4.33,7,45,47,자교,자교,63190600,1504538
192,194,2944,AAEd9IJvU1giJDqQMUaOgre+,공과대학,공학,1,정원내신입학,졸업,전기전자공학과,집적회로전공,AAFPtasdSmFiolLbQlDDSvRe,korean,박사과정,2017,1R,19750910,2018,2R,4.17,7,45,46,타교,타교,,0
193,195,2949,AAEG3LmpXzEp/rMZ2UNzt3UY,사범대학,인문·사회,2,정원내신입학,졸업,교육학과,교육심리학,AAFrLlmWU9/LYG/qDZvq+Vij,korean,박사과정,2017,1R,19780818,2019,1R,4.17,8,49.83,49.67,타교,자교,116700000,2431250
194,196,2978,AAGummynzpOBifLR6Q3+Bcl6,경영대학,인문·사회,1,정원내신입학,졸업,경영학과,MIS전공,AAFBlNtFw/GXXvdYP8+Xi0Zk,korean,박사과정,2017,1R,19710819,2019,1R,4.24,8,37.22,60,자교,자교,33000000,687500
195,197,2988,AAGh0/MYOllE9FiI0aBwCeeT,보건과학대학,자연과학,2,외국인,졸업,보건과학과,재활과학전공,AAExmaXh+bM09DJG7eJRPwz+,foreigner,박사과정,2017,2R,19871207,2019,2R,4.31,8,88.2,,타교,,30852500,642760
196,198,2991,AAE7eO8A/oCtrjHhK5GmAPcu,공과대학,공학,1,정원내신입학,졸업,전기전자공학과,반도체 및 나노전공,AAFukyr7xBbs8UJxDmTihFIk,korean,박사과정,2017,1R,19811030,2019,2R,4.33,9,47,48,자교,타교,,0
197,199,2993,AAFv0U4Qrpq4tua4FdQgUAJb,의과대학,자연과학,2,정원내신입학,졸업,의과학과,의생명과학전공,AAHcFAmentw8nM7XP6r7SIla,korean,박사과정,2019,1R,19780616,2019,2R,4.04,5,43.67,42.67,타교,타교,75000000,2500000
198,200,2995,AAFMIswOtuGHHpy8BMpOVsrV,공과대학,공학,1,정원내신입학,졸업,전기전자공학과,반도체 및 나노전공,AAFAdiRzimzpkLB6/eFLLRaK,korean,박사과정,2018,2R,19880630,2019,2R,4.42,6,47.3,47.6,타교,자교,62260432,1729456
